Model Name (ID's which detail page to populate),Date,Announced/Updated,Update,"Link (""Learn More"")",Unique ID
Medicaid Emergency Psychiatric Demonstration,11/6/2019,,Cures Act Report to Congress and associated materials posted,https://innovation.cms.gov/initiatives/Medicaid-Emergency-Psychiatric-Demo/,845
Graduate Nurse Education Demonstration,11/7/2019,,Final evaluation report presentation materials posted,https://innovation.cms.gov/initiatives/GNE/,846
Public Listening Session: Potential Future Oncology Payment Model,11/8/2019,,Recordings of November 4 public listening session posted,https://innovation.cms.gov/resources/oncology-listening-session.html,847
Primary Care First Model Options,11/18/2019,,"Registration open for general office hours December 5, 2019",https://innovation.cms.gov/resources/pcf-general-officehours.html,848
Primary Care First Model Options,11/19/2019,,Slides from October 31 Seriously Ill Populations Part II webinar posted,https://innovation.cms.gov/resources/pcf-seriously-ill-population-ii.html,849
Kidney Care Choices (KCC) Model,11/22/2019,,Materials from November 12 Comprehensive Kidney Care Contracting (CKCC) Model Options introduction webinar posted,https://innovation.cms.gov/resources/ckcc-model-options-introduction.html,850
Medicare Advantage Value-Based Insurance Design Model,11/25/2019,,CY2020 marketing & communications guidelines posted,https://innovation.cms.gov/initiatives/vbid/,851
Direct Contracting Model Options,11/25/2019,,The Request for Applications (RFA) for Professional and Global Options is now posted,https://innovation.cms.gov/initiatives/direct-contracting-model-options/,852
Maryland All-Payer Model,11/27/2019,,Final evaluation report and associated materials posted,https://innovation.cms.gov/initiatives/Maryland-All-Payer-Model/,853
Primary Care First Model Options,12/2/2019,,Registration open for December 17 payer webinar,https://innovation.cms.gov/resources/pcf-payer.html,854
Primary Care First Model Options,12/4/2019,,Frequently asked questions for Health IT vendors document posted,https://innovation.cms.gov/initiatives/primary-care-first-model-options/,855
Kidney Care Choices (KCC) Model,12/4/2019,,Kidney Care First Model Option December 12 office hours and Comprehensive Kidney Care Contracting Model Options December 17 office hours,https://innovation.cms.gov/initiatives/kidney-care-choices-kcc-model/,856
Direct Contracting Model Options,12/9/2019,,"Professional and Global Options Overview webinar December 11, 2019",https://innovation.cms.gov/resources/dc-model-options-proglboverview.html,857
Primary Care First Model Options,12/9/2019,,Payer solicitation portal open,https://innovation.cms.gov/initiatives/primary-care-first-model-options/,858
Initiative to Reduce Avoidable Hospitalizations Among Nursing Facility Residents: Phase Two,12/16/2019,,Third annual report and associated materials posted,https://innovation.cms.gov/initiatives/rahnfr-phase-two/,859
Home Health Value-Based Purchasing Model,12/17/2019,,Second annual report and associated materials posted,https://innovation.cms.gov/initiatives/home-health-value-based-purchasing-model,860
Direct Contracting Model Options,12/17/2019,,Register for CMS Cross-Model Office Hours on December 19,https://innovation.cms.gov/resources/cross-model-office-hours.html,861
Primary Care First Model Options,12/17/2019,,Register for CMS Cross-Model Office Hours on December 19,https://innovation.cms.gov/resources/cross-model-office-hours.html,862
Kidney Care Choices (KCC) Model,12/17/2019,,Register for CMS Cross-Model Office Hours on December 19,https://innovation.cms.gov/resources/cross-model-office-hours.html,863
Integrated Care for Kids (InCK) Model,12/19/2019,,Eight cooperative agreements among seven states and organizations,https://innovation.cms.gov/initiatives/integrated-care-for-kids-model/,864
Maternal Opioid Misuse (MOM) Model,12/19/2019,,Ten states awarded funding,https://innovation.cms.gov/initiatives/maternal-opioid-misuse-model/,865
Medicare Advantage Value-Based Insurance Design Model,12/19/2019,,Participants for CY2020 and 2021 hospice benefit request for applications,https://innovation.cms.gov/initiatives/vbid/,866
Direct Contracting Model Options,12/30/2019,,January 7 application webinar,https://innovation.cms.gov/resources/dc-model-options-application.html,867
Direct Contracting Model Options,12/31/2019,,January 8 benefit enhancements and application overview office hours,https://innovation.cms.gov/resources/dc-model-options-benefit-app-overview.html,868
Kidney Care Choices (KCC) Model,1/3/2020,,RFA clarification document posted,https://innovation.cms.gov/initiatives/kidney-care-choices-kcc-model/,869
BPCI Advanced,1/7/2020,,SNF waiver list for quarter 1 2020 posted,https://innovation.cms.gov/initiatives/bpci-advanced/,870
Direct Contracting Model Options,1/8/2020,,Registration open for January 15 payment part one webinar,https://innovation.cms.gov/resources/dc-model-options-payment-one.html,871
Primary Care First Model Options,1/9/2020,,Registration open for January 16 office hours,https://innovation.cms.gov/resources/pcf-jan-oh.html,872
Primary Care First Model Options,1/9/2020,,Frequently asked questions for payers document posted,https://innovation.cms.gov/initiatives/primary-care-first-model-options/,873
Next Generation ACO Model,1/10/2020,,Second evaluation report and associated materials posted,https://innovation.cms.gov/initiatives/Next-Generation-ACO-Model/,874
Direct Contracting Model Options,1/13/2020,,Registration open for January 22 payment part two webinar,https://innovation.cms.gov/resources/dc-model-options-payment-two.html,875
Direct Contracting Model Options,1/13/2020,,Slides from cross model office hours posted,https://innovation.cms.gov/resources/cross-model-office-hours.html,876
Primary Care First Model Options,1/13/2020,,Slides from cross model office hours posted,https://innovation.cms.gov/resources/cross-model-office-hours.html,877
Kidney Care Choices (KCC) Model,1/13/2020,,Slides from cross model office hours posted,https://innovation.cms.gov/resources/cross-model-office-hours.html,878
BPCI Advanced,1/14/2020,,"Participant list, episode initiators and clinical episode documents for MY3 posted",https://innovation.cms.gov/initiatives/bpci-advanced/,879
Comprehensive Care for Joint Replacement Model,1/14/2020,,Episode payment models evaluation synthesis white paper posted,https://innovation.cms.gov/initiatives/cjr,881
Oncology Care Model,1/14/2020,,Episode payment models evaluation synthesis white paper posted,https://innovation.cms.gov/initiatives/Oncology-Care/,882
Million Hearts: Cardiovascular Disease Risk Reduction Model,1/14/2020,,Second annual evaluation report and associated materials posted,https://innovation.cms.gov/initiatives/Million-Hearts-CVDRRM/,883
Direct Contracting Model Options,1/15/2020,,Materials from January 7 application webinar and January 8 benefit enhancements and application overview office hours posted,https://innovation.cms.gov/Webinars-and-Forums/,884
Pennsylvania Rural Health Model,1/16/2020,,Year two participating hospitals,https://innovation.cms.gov/initiatives/pa-rural-health-model/,885
Kidney Care Choices (KCC) Model,1/17/2020,,Materials from January 16 application office hours posted,https://innovation.cms.gov/resources/kcc-model-oh-application.html,886
Direct Contracting Model Options,1/21/2020,,February 4 payment part one office hours,https://innovation.cms.gov/resources/dc-model-options-oh-payment-one.html,887
Medicare Advantage Value-Based Insurance Design Model,1/24/2020,,January 30 hospice benefit component webinar registration,https://innovation.cms.gov/resources/vbid-hospice-benefit-component.html,888
Direct Contracting Model Options,1/27/2020,,Materials from January 22 payment part two webinar posted,https://innovation.cms.gov/resources/dc-model-options-payment-two.html,889
Direct Contracting Model Options,2/3/2020,,Registration open for February 11 payment part two office hours,https://innovation.cms.gov/resources/dc-model-options-oh-payment-two.html,890
Medicare Advantage Value-Based Insurance Design Model,2/7/2020,,Materials from January 30 hospice benefit component webinar posted,https://innovation.cms.gov/resources/vbid-hospice-benefit-component.html,891
Direct Contracting Model Options,2/10/2020,,Materials from February 4 payment part one office hours posted,https://innovation.cms.gov/resources/dc-model-options-oh-payment-one.html,892
Direct Contracting Model Options,2/11/2020,,Materials from January 15 payment part one webinar posted,https://innovation.cms.gov/resources/dc-model-options-payment-one.html,893
Direct Contracting Model Options,2/14/2020,,Materials from February 11 payment part two office hours posted,https://innovation.cms.gov/resources/dc-model-options-oh-payment-two.html,894
Physician-Focused Payment Models (PFPMs): Secretary's Response to Proposals,2/25/2020,,HHS Secretary Azar response to proposals posted,https://innovation.cms.gov/initiatives/pfpms/,895
"Emergency Triage, Treat, and Transport (ET3) Model",2/27/2020,,"List of selected applicants across 36 states and Washington, DC",https://innovation.cms.gov/initiatives/et3/,896
Medicare Care Choices Model,2/28/2020,,Second annual report and associated materials posted,https://innovation.cms.gov/initiatives/Medicare-Care-Choices/,897
Independence at Home Demonstration,3/2/2020,,Year five evaluation report and associated materials posted,https://innovation.cms.gov/initiatives/Independence-at-Home/,898
Maryland All-Payer Model,3/2/2020,,Presentation of final evaluation report findings posted,https://innovation.cms.gov/initiatives/Maryland-All-Payer-Model/,899
Medicare Advantage Value-Based Insurance Design Model,3/10/2020,,Series of hospice benefit component office hours,https://innovation.cms.gov/initiatives/vbid/,900
Part D Senior Savings Model,3/11/2020,,Voluntary model offering lower out-of-pocket costs for insulin,https://innovation.cms.gov/initiatives/part-d-savings-model,901
Direct Contracting Model Options,3/11/2020,,Direct Contracting Model Options and Medicare Shared Savings Program upcoming events timeline posted,https://innovation.cms.gov/initiatives/direct-contracting-model-options/,902
Medicare Advantage Value-Based Insurance Design Model,3/16/2020,,"CY 2021 Request for Applications, deadline extended to April 24",https://innovation.cms.gov/initiatives/vbid/,903
Part D Payment Modernization Model,3/16/2020,,CY 2021 Request for Applications,https://innovation.cms.gov/initiatives/part-d-payment-modernization-model/,904
Primary Care First Model Options,3/20/2020,,Payer solicitation period extended and updated FAQs,https://innovation.cms.gov/initiatives/primary-care-first-model-options/,905
Part D Senior Savings Model,3/24/2020,,CY 2021 participating pharmaceutical manufacturers and associated drugs,https://innovation.cms.gov/initiatives/part-d-savings-model,906
Part D Senior Savings Model,4/9/2020,,CY 2021 frequently asked questions document posted,https://innovation.cms.gov/initiatives/part-d-savings-model,907
Part D Senior Savings Model,4/10/2020,,Materials from April 2 Health Plan Innovation overview webinar posted,https://innovation.cms.gov/webinars-and-forums/vbid-partd-models-overiew,908
Medicare Advantage Value-Based Insurance Design Model,4/10/2020,,Materials from April 2 Health Plan Innovation overview webinar posted,https://innovation.cms.gov/webinars-and-forums/vbid-partd-models-overiew,909
Part D Payment Modernization Model,4/10/2020,,Materials from April 2 Health Plan Innovation overview webinar posted,https://innovation.cms.gov/webinars-and-forums/vbid-partd-models-overiew,910
Part D Senior Savings Model,4/24/2020,,Two application supplemental files posted,https://innovation.cms.gov/initiatives/part-d-savings-model,911
"Emergency Triage, Treat, and Transport (ET3) Model",4/8/2020,,Model delayed until Fall 2020 due to COVID-19 public health emergency,https://innovation.cms.gov/innovation-models/et3,912
Comprehensive Care for Joint Replacement Model,5/14/2020,,"Pre-recorded three-year extension, episode definition webinar",https://innovation.cms.gov/innovation-models/cjr,913
Physician-Focused Payment Models (PFPMs): Secretary's Response to Proposals,5/15/2020,,HHS Secretary Azar response to proposal posted,https://innovation.cms.gov/innovation-models/pfpms,914
Accountable Health Communities Model,5/18/2020,,Partnering for Impact: Early Insights from the AHC Model posted,https://innovation.cms.gov/innovation-models/ahcm,915
